year,NAME,state,congressional district,state_name,state_district,Total population,Median household income,Per capita income,Median housing value,Gini index of income inequality,Median gross rent,Median age,Median income,Income in the past 12 months below poverty level,Income in the past 12 months at or above poverty level:,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY NATIVITY OF CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY NATIVITY OF PARENTS,Aggregate income deficit in the past 12 months,Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars),Male PCT,Female PCT,White alone PCT,Black or African American alone PCT,American Indian & Alaska Native alone PCT,Asian alone PCT,Native Hawaiian & Other Pacific Islander alone PCT,Some other race alone PCT, Two or more races PCT,Hispanic or Latino (any race) PCT,Speak only English PCT,Total not enrolled in school PCT,Total enrolled in public school PCT,Total enrolled in private school PCT,"Males 12th grade, no diploma PCT",Males Highschool diploma PCT,Males Bachelor's degree PCT,"Females 12th grade, no diploma PCT",Females Highschool diploma PCT,Females Bachelor's degree PCT,Males unemployed PCT,"$200,000 or more PCT","Less than $10,000 PCT",Veteran PCT,"Agriculture, forestry, fishing and hunting, and mining PCT","Finance and insurance, and real estate and rental and leasing PCT","Professional, scientific, and management, and administrative and waste management services PCT"
2010,"Congressional District 1 (111th Congress), Indiana",18,1,Indiana,Indiana1,705801,47613,22600,147400,0.425,758,37.2,24692.0,49582,449644,171973,193454800.0,15409052000,0.4856793912165044,0.5143206087834956,0.7150174057560134,0.18887901830685985,0.002758567924953351,0.01234767306932124,0.0002762818414822308,0.06201606401804475,0.018704989083325185,0.14141946526003787,,2.5067189191976484,0.8407415046666323,0.15925849533336772,0.02006467163366767,0.3870235955415906,0.13781369629944704,0.01894088025635995,0.3397505068340854,0.14549816885749786,0.009744754708332025,0.019459313524430578,0.054276324328814636,0.0939549681374741,0.005924797322696864,0.05017947378751235,0.06744488541288951
2010,"Congressional District 2 (111th Congress), Indiana",18,2,Indiana,Indiana2,677175,40356,20643,113000,0.43700000000000006,647,37.9,21666.0,77617,478396,159148,215636400.0,13657812100,0.49398752168937127,0.5060124783106287,0.8528932698342379,0.09081404363716912,0.0040742791745117584,0.011205375272270831,0.000295344630265441,0.021263336655960422,0.019454350795584597,0.07681618488573855,,2.534167505166239,0.7945080982829693,0.20549190171703074,0.02296757058343439,0.37205066606415793,0.126831157692822,0.015647195182528825,0.37693138938029963,0.11277658193099722,0.015940312695334732,0.017124471973560377,0.0682089780910066,0.10624656854931548,0.016130772738506736,0.042624366029998924,0.06620091410032826
2010,"Congressional District 3 (111th Congress), Indiana",18,3,Indiana,Indiana3,728745,47197,22605,121600,0.42100000000000004,631,35.9,25186.0,75268,556555,189700,162330800.0,16218522500,0.49509910874174096,0.5049008912582591,0.8792005433999547,0.05950366726358328,0.0025166553458342766,0.014644354335192695,0.00026209442260324254,0.021403920438562186,0.0224687647942696,0.0699311830612903,,2.6099131678202845,0.8085599121316368,0.19144008786836325,0.014465568909075481,0.35000960202937775,0.15040350853687404,0.015599973304858517,0.35757307794981313,0.13063100640683395,0.011702024178554976,0.0191208764044018,0.0580753875881163,0.0868788977957423,0.015757853703279066,0.05236719406863869,0.061111365894672476
2010,"Congressional District 4 (111th Congress), Indiana",18,4,Indiana,Indiana4,788928,51085,25095,137400,0.439,743,35.6,25920.0,80554,615313,188580,147661600.0,19421830500,0.49781348868337794,0.5021865113166221,0.9131251521051351,0.03244275776750223,0.0016870994564776507,0.023642208160947514,0.0002699866147481139,0.009781627727752089,0.01905116816743733,0.045559290581650036,,2.3346252091958073,0.8721879679379899,0.12781203206201003,0.009614470480764858,0.3456579877401034,0.18515089262463472,0.007730446064500186,0.37056329544050415,0.16963734091189916,0.008976384677798181,0.030109406661200547,0.061569691212430964,0.09232094882268994,0.014775137310348577,0.05632715210179999,0.07338898254391212
2010,"Congressional District 5 (111th Congress), Indiana",18,5,Indiana,Indiana5,812910,56440,29147,155500,0.445,751,37.3,29174.0,64323,653600,202490,130797200.0,23269488100,0.4882348599475957,0.5117651400524044,0.9016324070315287,0.038722613819488015,0.0036412394976073612,0.02580482464233433,0.0002890848925465304,0.01037753256818098,0.019532297548314082,0.034787368835418435,,2.4863694267515926,0.811366633143368,0.188633366856632,0.011160748850245436,0.29470880626829155,0.239737375927159,0.0129372460496614,0.2993697516930023,0.22963792325056434,0.0070749509774259015,0.044081963263866826,0.04796785151926709,0.09575170079899739,0.015475012496302116,0.0735165104203858,0.10192647073825092
2010,"Congressional District 6 (111th Congress), Indiana",18,6,Indiana,Indiana6,672216,41110,20975,101800,0.426,629,39.0,22234.0,100204,508708,148800,193141100.0,13760130700,0.4955817772858724,0.5044182227141276,0.9306205148345175,0.030951360872100635,0.001267449748295191,0.008131314934485344,0.00016512549537648613,0.006065014816666071,0.022799219298558798,0.021380032608566295,,2.685773036152676,0.8783784553517011,0.12162154464829888,0.017080579710144927,0.4307617391304348,0.10712115942028985,0.013168756462726902,0.40336539714814523,0.11257961645073555,0.011949506712834035,0.014396662206032772,0.07906642032108478,0.10195256064270165,0.021878088051357533,0.04490674516795544,0.05836114739031587
2010,"Congressional District 7 (111th Congress), Indiana",18,7,Indiana,Indiana7,680151,34139,19275,104500,0.455,702,33.3,20458.0,84473,301516,158464,281132600.0,12521522900,0.4833926583949741,0.516607341605026,0.5810371520441784,0.32569826406195096,0.002090712209494656,0.019979386930255194,0.0,0.04311101505401006,0.028083469700110712,0.10539865412239341,,2.6025502004682224,0.8151577331798542,0.18484226682014582,0.022414139582301994,0.3266494463859467,0.1398714850776628,0.02464762716063334,0.3083409030654155,0.1388890096182682,0.020324410342969595,0.014353348313526634,0.0811754244721885,0.08540176610828784,0.0029630578487323572,0.06851439223604683,0.09933491318139374
2010,"Congressional District 8 (111th Congress), Indiana",18,8,Indiana,Indiana8,695475,42843,22028,104400,0.439,622,39.4,22249.0,79378,537408,150114,154661500.0,14950044600,0.49694525324418565,0.5030547467558144,0.9250483482511952,0.045660879255185305,0.0025205794600812394,0.007637945289190841,8.052050756677092e-05,0.006441640605341673,0.012610086631438944,0.01729753046479025,,2.8320832311386672,0.8412778991438463,0.15872210085615365,0.015109732782393416,0.3836947041047373,0.11353003885359858,0.015472091721646512,0.38494937331456386,0.11692474686657282,0.007082220481057205,0.017018033032914433,0.07424901857015348,0.10439990363947718,0.02781958050558107,0.04426989782873935,0.06730293115333456
2010,"Congressional District 9 (111th Congress), Indiana",18,9,Indiana,Indiana9,729220,42314,21395,124400,0.424,667,37.5,22209.0,94435,562491,155280,167403800.0,15218553600,0.4962192479635775,0.5037807520364225,0.9355091741861167,0.024291708949288282,0.002004881928636077,0.01638600148103453,0.0,0.0055977619922657085,0.01621047146265873,0.03352211952497189,,2.54196136387628,0.8680711596366616,0.1319288403633384,0.02195457082742926,0.3873760144274121,0.11692215208896904,0.012012551890955448,0.37919213545582325,0.11753505703919197,0.009259507721921384,0.014102804088203361,0.07602485867245704,0.09946770294709945,0.019328196176933883,0.048186689210147,0.06609780870072922
2010,"Congressional District 1 (111th Congress), Iowa",19,1,Iowa,Iowa1,596488,46704,24708,127400,0.436,612,38.9,24411.0,58455,463454,133923,133306500.0,14451816300,0.4910945400410402,0.5089054599589597,0.9064189053258406,0.052317900779227745,0.001733479969421011,0.010065583884336315,0.00032188409490216066,0.006846742935314709,0.022295503010957472,0.03280703048510616,,2.5858267322396165,0.8074107444532042,0.19258925554679582,0.017674355481085934,0.3738027007417383,0.155029048372195,0.012073125281967792,0.33908711088444715,0.17447186206625998,0.008050346753528389,0.02325172143056972,0.05465711268940249,0.10326064336644725,0.030233501638159396,0.05883736708066699,0.06721396986877679
2010,"Congressional District 2 (111th Congress), Iowa",19,2,Iowa,Iowa2,618688,48387,25486,128600,0.43700000000000006,678,36.8,25439.0,66319,480117,136610,101072500.0,15519821900,0.4899707122168201,0.5100292877831799,0.9133763706423916,0.03370034653977449,0.001779572256129099,0.02213555136029792,0.00015678338677976622,0.011611668563152995,0.017239707251474088,0.04540576187028034,,2.4187828321060723,0.8609524464937032,0.13904755350629688,0.012857606952143105,0.31594282349596964,0.17894560516537736,0.008523980286497784,0.28577387002128596,0.19710625731106296,0.007245426668076557,0.02271434984288493,0.06618071439259529,0.10210484069232596,0.02116964348207866,0.06052787304576893,0.07806425339942351
2010,"Congressional District 3 (111th Congress), Iowa",19,3,Iowa,Iowa3,645911,51542,25882,140300,0.41600000000000004,688,36.5,27843.0,51665,507255,154358,121264100.0,16506704700,0.4932831303383903,0.5067168696616098,0.8885837212866788,0.04247489205169133,0.004875284675442902,0.02586579265564451,0.00025545315066626825,0.017624719195059382,0.020320136984816793,0.057490892708128516,,2.7067495389331993,0.7953522071327633,0.20464779286723672,0.009443678827881337,0.336370010396267,0.18459418292594473,0.007585719079012995,0.3066525804140633,0.1970881358084028,0.006505216659741142,0.025089985627737194,0.045885250836262194,0.09110091705272537,0.031183865804161846,0.1394266221425531,0.08005047931367318
2010,"Congressional District 4 (111th Congress), Iowa",19,4,Iowa,Iowa4,609868,47317,25114,115200,0.42700000000000005,597,38.4,24933.0,63880,491928,138332,86971200.0,14972479100,0.5001377347229237,0.49986226527707633,0.9450258088635574,0.013466848563951543,0.0014527733870280126,0.014729416857418326,6.0668866049702557e-05,0.01158119461916349,0.013683288842831563,0.04461621203276775,,2.5103391133815367,0.8733615083362641,0.12663849166373592,0.014488689951211555,0.3502470010654948,0.16453992546634516,0.009010460138720085,0.3185583263778048,0.17826165478125472,0.006541925047182529,0.021214122556463724,0.06227520728254788,0.10384309125468774,0.05609323948698776,0.07261171345437994,0.05874282741917131
2010,"Congressional District 5 (111th Congress), Iowa",19,5,Iowa,Iowa5,578928,46031,23061,102400,0.41600000000000004,559,40.5,23892.0,54698,468098,132352,112147600.0,13057685100,0.49431535527734016,0.5056846447226598,0.9250649476273388,0.012929068899759555,0.005142262941160213,0.010997913384738689,1.2091313600309537e-05,0.0288118729790233,0.017041842854379128,0.06862856866484261,,2.9311853760101636,0.8200868122948795,0.17991318770512052,0.014251228189056412,0.38049508724377434,0.1400029645942741,0.013257226111296833,0.37672575953377674,0.13183380817187992,0.00500361259478841,0.013656274156145324,0.05853980480704467,0.10210318951479748,0.07207955880029944,0.05693907405754002,0.04838155807229247
2010,"Congressional District 1 (111th Congress), Kansas",20,1,Kansas,Kansas1,652252,43367,22443,88400,0.42100000000000004,573,39.2,23255.0,72977,496813,152944,150649000.0,14364635100,0.5051513832077172,0.49484861679228276,0.9007822130096956,0.025359830249658107,0.0042115624022617025,0.013111496783451795,0.00015791442571276131,0.03110607556588558,0.025270907563334416,0.14757486370298598,,2.787495316484765,0.9240847504743948,0.07591524952560523,0.017670107396303744,0.35178456225570187,0.1302654548214489,0.015927174209535964,0.29982847658543577,0.13603517385816724,0.004403163222615073,0.017657815693445756,0.058447038964692645,0.10705109554855285,0.10906021170846454,0.04080826093005021,0.046730153912306664
2010,"Congressional District 2 (111th Congress), Kansas",20,2,Kansas,Kansas2,712486,45992,23035,121100,0.436,691,36.4,23550.0,79076,522305,164604,155482400.0,15973392600,0.49653607228773616,0.5034639277122638,0.8761042322235103,0.04346331015626974,0.015205912817936072,0.013562371751866002,0.0003438664057960437,0.019438978450102878,0.03188132819451891,0.05992538800762401,,2.4068830559410537,0.8851476152916862,0.11485238470831378,0.015206307135958311,0.32707261741650007,0.1602255115563442,0.011731255355156083,0.2972543235558663,0.17525267811089276,0.008985859698228064,0.020930138754436917,0.07171668280090351,0.11806422887242898,0.02805818708909251,0.056850259905173436,0.06678969149392945
2010,"Congressional District 3 (111th Congress), Kansas",20,3,Kansas,Kansas3,772798,60507,30373,188600,0.451,801,34.2,29760.0,56657,564241,193777,133413400.0,22947037700,0.4910118815007285,0.5089881184992715,0.8227389304837746,0.08574815152213126,0.007104055652317941,0.038328256543106995,0.00030150181548088895,0.01749357529393192,0.02828552868925644,0.1094063390433205,,2.2312846721705326,0.8363080417594898,0.1636919582405102,0.00949757732002049,0.1972405800995944,0.2818244417759042,0.006646240683568778,0.20513300277543892,0.28051813390713193,0.006918801596299802,0.05350306201892593,0.046885409058439215,0.0822768231349539,0.005801956827959036,0.08756234057943427,0.13749571705942817
2010,"Congressional District 4 (111th Congress), Kansas",20,4,Kansas,Kansas4,721633,45291,23144,111000,0.441,636,35.6,24299.0,65143,514306,182588,157897100.0,16222704800,0.49113607609408105,0.508863923905919,0.8165992963182116,0.07073540151295742,0.009351013603867893,0.03206200381634432,0.0004254240036140254,0.031561749531964306,0.039265111213040424,0.10758792904426488,,2.445908995302531,0.855139672078605,0.14486032792139503,0.019072838202930705,0.2851040417956379,0.17292140058327818,0.012611394350700073,0.2790759203420153,0.18046514753189596,0.011788030586563945,0.019538860764878548,0.061904964478665926,0.10199720368749503,0.01679966023831172,0.0486822271139398,0.06835909460688137
2010,"Congressional District 1 (111th Congress), Kentucky",21,1,Kentucky,Kentucky1,686717,36752,19882,90000,0.45399999999999996,547,39.1,19450.0,98874,499329,148632,203655600.0,12915346900,0.49525059085474804,0.504749409145252,0.8994156253595004,0.07169328850166808,0.0037424441218143717,0.004083195843411478,0.0010280799805451155,0.00529330131626274,0.014744064876797866,0.024191916029456095,,3.154299153339605,0.9098338037002195,0.0901661962997805,0.014291532949301536,0.4144096965790734,0.0786862352799001,0.01740851561280085,0.3740868442264922,0.0826028790519639,0.011912623972824266,0.014167854876330039,0.10074094831494013,0.11072976983452927,0.058054595818192646,0.03421546434741169,0.05897420623101209
2010,"Congressional District 2 (111th Congress), Kentucky",21,2,Kentucky,Kentucky2,765064,41459,20554,122500,0.431,601,36.9,21670.0,101858,563250,177285,217377500.0,15282560400,0.49267642968431397,0.507323570315686,0.9002710884318175,0.06380119833112001,0.0015031422207815294,0.00825290433218659,0.0005685798835130133,0.010744199178107976,0.014858887622473414,0.032556753421935945,,2.660299205934334,0.8758320264854504,0.12416797351454957,0.017698927914402317,0.4134993973483327,0.10304709141274238,0.012592112876834115,0.360270082810578,0.09781304965952245,0.010254521487971777,0.013737442792305208,0.07701247649974363,0.11251931883737991,0.02652006184890749,0.04917925250285036,0.06495072391334905
2010,"Congressional District 3 (111th Congress), Kentucky",21,3,Kentucky,Kentucky3,722582,42397,25873,151600,0.479,666,38.2,24058.0,63248,461898,157344,204534700.0,18306282700,0.48396029793158424,0.5160397020684158,0.7365904492500505,0.20861715348569435,0.001655175467974569,0.02315446551394859,0.0002546423796883952,0.00817346681760686,0.021554647085036717,0.0413378689200672,,2.8475849394989425,0.7387992781941569,0.2612007218058431,0.019649458831040537,0.28328437145457763,0.20406965959631254,0.015010419630429934,0.2656198334397084,0.17672615980867867,0.014390731009475787,0.041013510281641755,0.06494240628247663,0.09268713299754822,6.277632794353718e-05,0.08093064411501819,0.10088155900526424
2010,"Congressional District 4 (111th Congress), Kentucky",21,4,Kentucky,Kentucky4,737017,46707,23620,138000,0.455,652,38.2,23145.0,103521,573415,172882,197217000.0,16910626000,0.49683657229073414,0.5031634277092659,0.940531900892381,0.02776598097465866,0.0011750068180245504,0.009489604717394578,0.0005467987848312861,0.005291601143528575,0.015199106669181308,0.022452670698233555,,2.725643249494073,0.8398801545375699,0.16011984546243002,0.014091005449353435,0.35159760411340973,0.1501128527427581,0.01199897982768652,0.32071268600212005,0.137173325682041,0.01209440689615671,0.025639167432688605,0.08367248080495238,0.0990960018528705,0.013960809149498939,0.069909597784649,0.08459685330750413
2010,"Congressional District 5 (111th Congress), Kentucky",21,5,Kentucky,Kentucky5,671665,28411,16588,72800,0.49,501,39.7,15655.0,168627,466767,140681,331998800.0,10743769700,0.4932726880215584,0.5067273119784417,0.9703810679430966,0.009454117752153232,0.0020903277675626986,0.002060551018737019,0.0004794056560934394,0.00524964081796729,0.010284889044389688,0.011755860436378255,,3.229556733772882,0.9206138034029178,0.07938619659708228,0.018976713442248085,0.38057041794324403,0.0537457683134887,0.013629039097616827,0.35567805953693493,0.06633449240946485,0.011697914476362072,0.009288036153175295,0.16040989455323873,0.07606422250023614,0.08092347970962752,0.031142723752505975,0.06076584370050989
2010,"Congressional District 6 (111th Congress), Kentucky",21,6,Kentucky,Kentucky6,763221,42936,23214,148200,0.46,652,36.3,22009.0,109295,526168,160938,261100500.0,17334797100,0.49300923323650686,0.5069907667634932,0.8562211993642732,0.07987070586370133,0.0026401265164349512,0.017908312271281843,0.00031445675629994456,0.02171979020493409,0.021325409023074574,0.04615701087889353,,2.5318591711435148,0.86128165771297,0.13871834228702992,0.017636633059243977,0.32232825140399884,0.16548715543398404,0.009664847416269223,0.2954375953767837,0.1588523041501092,0.015432062195425393,0.019606951486626802,0.08869360254049097,0.08659639829432106,0.03277208068633938,0.04358629933916264,0.07763916064851234
2010,"Congressional District 1 (111th Congress), Louisiana",22,1,Louisiana,Louisiana1,680231,49866,27865,195600,0.473,869,39.0,25996.0,45078,478510,150153,141542200.0,18453830100,0.4898600622435614,0.5101399377564386,0.78148011484334,0.15604551983076337,0.005643671047041373,0.019190539684313123,0.002430056848335345,0.021270715389330976,0.013939382356875826,0.07550670287005444,,2.8324935336396706,0.7005447507167004,0.2994552492832996,0.014450932107630182,0.2827925863566994,0.188370826224165,0.01361246518830577,0.29502000241444337,0.1981258924074082,0.010268344560006347,0.05326583808696309,0.05355861131049072,0.10255780485464837,0.02298284468706409,0.06392808686009158,0.09918878470225252
2010,"Congressional District 2 (111th Congress), Louisiana",22,2,Louisiana,Louisiana2,505241,37162,21298,154700,0.507,867,34.5,20249.0,24916,134242,108719,261020800.0,10411049600,0.48087150488578717,0.5191284951142128,0.3259157510970012,0.5868664657064648,0.004471133577837111,0.03309707644470659,0.0008134731741881597,0.029983710743981585,0.01885238925582049,0.07356489279373606,,2.673809795204985,0.6896842585204606,0.3103157414795395,0.022848977826135403,0.3235168811079722,0.13095885742001875,0.020724283441326354,0.2995480434431711,0.15818479489012383,0.02078964910443606,0.05875367641982298,0.09164468869526794,0.0773150656655572,0.021082947181863498,0.04986430852733214,0.08910868240810826
2010,"Congressional District 3 (111th Congress), Louisiana",22,3,Louisiana,Louisiana3,641972,46048,21740,123600,0.44,684,35.9,22465.0,50562,368736,156104,215743800.0,13525378100,0.4940012960066794,0.5059987039933206,0.6641239804851302,0.27560080501953355,0.017768687730929076,0.014866692005258796,0.0,0.010025359361467479,0.017614475397680896,0.0400001869240403,,2.7891869807980387,0.8226263726740372,0.17737362732596287,0.019283705118755736,0.4183501050425435,0.09311933735453237,0.01813871169244165,0.38654432224725055,0.11276476935016752,0.01159810156186659,0.022400618291968436,0.06253350120292692,0.07733208225819063,0.07668197764572618,0.05407842691604134,0.06397618672307168
2010,"Congressional District 4 (111th Congress), Louisiana",22,4,Louisiana,Louisiana4,673343,38966,21207,104200,0.47,682,36.0,21006.0,46341,354102,151905,231761400.0,13676803500,0.49250530561689954,0.5074946943831005,0.6139307901025183,0.33657586103961873,0.0072058371439221915,0.00969194006620697,0.0021757113387976114,0.009892432237358969,0.02052742807157719,0.03359060686752517,,2.818517446496819,0.8887110207987524,0.11128897920124757,0.015748106511694376,0.40037631591482875,0.1130853141523365,0.016153721320894574,0.3539169375035636,0.12272091299446923,0.012413005403166292,0.030799719503643404,0.0637519436568188,0.11397810439726608,0.04708679717529275,0.0512308930008045,0.06723160811656387
2010,"Congressional District 5 (111th Congress), Louisiana",22,5,Louisiana,Louisiana5,640878,36401,19746,91400,0.484,603,36.2,19935.0,52612,332655,145547,242549000.0,11913192500,0.4918564843854837,0.5081435156145163,0.621001188993849,0.34926772334204015,0.005068047272647837,0.007399224189315283,0.00018412240707279702,0.007157368485109491,0.009922325309965391,0.019947634339140992,,2.701225383985748,0.8761194568828543,0.12388054311714575,0.01435922344833867,0.3937807056156808,0.10602955834509696,0.015280411310100555,0.3484267574095623,0.11990208668480906,0.010275703175853917,0.016198536906343944,0.08318603480975911,0.09535598180805334,0.04957363438704764,0.05575702092565336,0.06248890186685397
2010,"Congressional District 6 (111th Congress), Louisiana",22,6,Louisiana,Louisiana6,724827,49016,25172,161700,0.46,757,34.4,24958.0,42843,389177,169477,141226500.0,17331910300,0.4924485428936836,0.5075514571063164,0.6087797502024621,0.3470014224083816,0.0023895357099004313,0.01772284972827999,8.553765243292537e-05,0.010704623310114,0.013316280988428963,0.034926954983740946,,2.4409766643856674,0.805123322721728,0.194876677278272,0.014247378509414816,0.31640996730183785,0.18627579208478973,0.015912121879375313,0.29897339808971446,0.1820878531930186,0.00814984324417047,0.04199138758220412,0.05395047859767371,0.08456922964692151,0.01330922992576348,0.05771481915035488,0.0905774445448753
2010,"Congressional District 7 (111th Congress), Louisiana",22,7,Louisiana,Louisiana7,677736,41542,22187,116900,0.475,651,35.4,21089.0,64274,408178,162715,231391200.0,14583792600,0.4867972189761205,0.5132027810238795,0.7092584723255073,0.2566028660127247,0.002325389237107074,0.01186597731269993,0.0010018650329921975,0.004754063529161798,0.014191366549807004,0.027746792261293483,,2.6489799132630965,0.8365048740289911,0.16349512597100896,0.01845869195635011,0.37059299334983364,0.1348293382285274,0.01044098372954057,0.3347645924441875,0.1469945765135234,0.007481262490037416,0.026441722338094078,0.08741913967793506,0.08626220307183514,0.07016549302989529,0.048940994870603986,0.08007253553353232
2010,"Congressional District 1 (111th Congress), Maine",23,1,Maine,Maine1,669817,53011,27944,222500,0.42700000000000005,799,42.6,26610.0,61571,564655,134871,94016100.0,18452136000,0.48864092729805303,0.5113590727019469,0.9531095806765132,0.014229259633601417,0.002457387614826139,0.014704016171581192,0.00010152026598309688,0.001666126718193178,0.01373210891930184,0.014741339798780862,,3.198125689796498,0.832570657751215,0.167429342248785,0.011826474565371553,0.31417018671294483,0.1906154611884616,0.010845150220800669,0.3013577533381284,0.2177307557852186,0.0092629619801847,0.02583281493870527,0.060933408329825633,0.11792180887159122,0.014583107289794171,0.07483336314664336,0.10335443724689233
2010,"Congressional District 2 (111th Congress), Maine",23,2,Maine,Maine2,657750,39465,21902,139300,0.43799999999999994,620,42.9,20767.0,88778,519178,126540,137282300.0,13891123600,0.4889228430254656,0.5110771569745344,0.9536723679209426,0.008498669707335614,0.007951349296845305,0.005821360699353858,0.0008103382744203725,0.001395667046750285,0.021850247054351957,0.010058532877232991,,3.078388053202185,0.8538412771598178,0.1461587228401821,0.014151411980384897,0.39413082154049,0.1373644236934553,0.009196668502662193,0.3704830337322451,0.14382104050873767,0.01005643094392534,0.0144998979422854,0.07676665755207832,0.12575226012801335,0.03439834494136117,0.04683124122745748,0.07198640297484817
2010,"Congressional District 1 (111th Congress), Maryland",24,1,Maryland,Maryland1,744981,66890,32222,297900,0.431,960,41.4,31397.0,44130,566233,163745,113483700.0,23317386300,0.4909266142357993,0.5090733857642007,0.8309299163334367,0.11706070356156734,0.004322257883086951,0.02081663827668088,0.0002134282619288277,0.007941142123087703,0.018715913560211603,0.031682687209472454,,2.65762907998315,0.7983494815484015,0.2016505184515985,0.017111952495544404,0.30586331792011956,0.18809596162848954,0.011968206596217681,0.29315254134056096,0.19239348905198403,0.004582038616817695,0.07031300184572165,0.038019296570212364,0.11451069758324232,0.013559341066555871,0.062889515232502,0.11078795773303539
2010,"Congressional District 2 (111th Congress), Maryland",24,2,Maryland,Maryland2,709394,56215,27536,230100,0.413,1013,36.0,30913.0,33572,362834,157242,151779400.0,18931128600,0.4799124323013727,0.5200875676986273,0.5662875637515964,0.3384889074336687,0.0023132420065577097,0.04200063716355086,0.0005554036261936244,0.016068644505028234,0.0342856015134044,0.05321725303568962,,2.617234341114938,0.8336522515626993,0.16634774843730069,0.024432376804403157,0.3222657147320157,0.1414854223520872,0.0169598588863463,0.3043438532926519,0.1392901411136537,0.00605851765958533,0.03562379343629344,0.05427726833976834,0.11039158112679885,0.0019503152914953745,0.07108415923215575,0.10397227481818853
2010,"Congressional District 3 (111th Congress), Maryland",24,3,Maryland,Maryland3,719048,70113,36005,289600,0.43799999999999994,1164,37.0,36707.0,34128,454442,142547,101785200.0,25308421100,0.4888825224463457,0.5111174775536543,0.7021561842881143,0.2006959201611019,0.0021361578086581145,0.04856838486443186,0.0003852315839832668,0.02220018691380826,0.023857934379902315,0.06930691692348773,0.848484353927208,2.6580711379640554,0.7356583938670885,0.26434160613291147,0.013400547167899483,0.2081940081737427,0.23529064072685513,0.01289527147531831,0.22011135063041826,0.24225740915928723,0.003929209694679614,0.08376519498433803,0.042847700516318143,0.09511757356256896,0.0019294496076336042,0.07631985147285818,0.14807378862947013
2010,"Congressional District 4 (111th Congress), Maryland",24,4,Maryland,Maryland4,716680,71863,32929,312800,0.40299999999999997,1215,35.9,36820.0,12461,184691,171083,93664100.0,22926945000,0.47610788636490486,0.5238921136350951,0.27702042752692974,0.5596919127086007,0.004431545459619356,0.07259585868169895,0.0,0.05663894625216275,0.029621309370988447,0.13759697494000112,0.7549722765647263,2.382565859083952,0.8155699585135754,0.18443004148642464,0.018837626421508324,0.2553221459493469,0.1867939411582417,0.011208018796007803,0.24126755773087463,0.21086087123092742,0.009490747018885665,0.13589597415641883,0.030675679344137688,0.08279430304460791,0.003268396518740064,0.06012717915555196,0.15431519952577263
2010,"Congressional District 5 (111th Congress), Maryland",24,5,Maryland,Maryland5,767304,83020,35146,324600,0.389,1279,37.0,38202.0,21671,367381,179451,76113300.0,26312995500,0.4855858955511766,0.5144141044488234,0.5252781166265261,0.37891370304338307,0.0036582632177077144,0.041052829126395796,0.00024762023917508576,0.020093730776849852,0.030755736969962363,0.0766814717504405,,2.226035899870635,0.8263286044698431,0.17367139553015684,0.017230982409771493,0.27989975323214566,0.17870782600514065,0.013807698907510152,0.2807794238212359,0.18446490876851798,0.004510728006063088,0.08513808727547333,0.026194778574896164,0.12346813457879924,0.002769827347428677,0.044501892715354076,0.15386903845956565
2010,"Congressional District 6 (111th Congress), Maryland",24,6,Maryland,Maryland6,744104,69501,31762,288700,0.423,881,40.7,32123.0,43058,594926,166174,98777100.0,23089569000,0.49510417898573317,0.5048958210142668,0.8765535462784771,0.06388757485512778,0.0037010955457839226,0.022830142023158053,0.0010092675217442722,0.007183135690709901,0.02483523808499887,0.04119988603743563,,2.7259884087316757,0.8145706995051499,0.18542930049485004,0.018485235396013436,0.3120776168440913,0.19023608727828697,0.01072117983167323,0.32005636630376033,0.18312871592927188,0.004146695728077925,0.06278961721038279,0.048245631754368246,0.1051011565012103,0.008939363895400478,0.07726804781785537,0.1344517271633342
2010,"Congressional District 7 (111th Congress), Maryland",24,7,Maryland,Maryland7,654914,51012,28157,264100,0.506,952,36.4,27074.0,17490,191948,141433,200877000.0,17855714300,0.4709885572762225,0.5290114427237774,0.3326986444021658,0.5566440784591564,0.003085901354987067,0.06981374653771334,0.00043975239497094274,0.012865811388976262,0.024452065462030128,0.03414188733177181,,2.351035618062576,0.8067234452496017,0.19327655475039832,0.017675939402636273,0.2554221930669728,0.18529242942949098,0.014015830861557563,0.25999775815686005,0.1838268262399117,0.014286257837516346,0.1260736231031244,0.05223551245346219,0.08343740446270324,0.003048683329969513,0.06441538575935585,0.13713055517196202
2010,"Congressional District 8 (111th Congress), Maryland",24,8,Maryland,Maryland8,729557,85926,45691,459300,0.478,1450,38.2,37826.0,20298,386782,162541,78835800.0,32798399800,0.48140721012888643,0.5185927898711136,0.5628785687752978,0.17312972118696687,0.0024302419139285896,0.12816133626296505,8.63537735913712e-05,0.09883120852791488,0.034482569559335326,0.20843196624801077,0.5820238742216122,2.6998625614129317,0.7398408661263909,0.26015913387360917,0.012782293160211749,0.15060400539883698,0.22963978320558048,0.014093899722071129,0.1470638640309373,0.2644869492649415,0.005024432809773124,0.2055644659357495,0.03425575716953129,0.06299637280622641,0.0015888532723052013,0.05764329359937153,0.22417229332908967
