candidate_incumbent,candidate_incumbent_vote,party_incumbent,Veteran PCT,Male PCT,White alone PCT,Males unemployed PCT,Median gross rent,"$200,000 or more PCT",Income in the past 12 months at or above poverty level:, Two or more races PCT,Per capita income,Females Bachelor's degree PCT,Hispanic or Latino (any race) PCT,Aggregate income deficit in the past 12 months,Asian alone PCT,Some other race alone PCT,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY NATIVITY OF CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY NATIVITY OF PARENTS,"Professional, scientific, and management, and administrative and waste management services PCT",Gini index of income inequality,Median housing value,"Less than $10,000 PCT",Females Highschool diploma PCT,American Indian & Alaska Native alone PCT,"Females 12th grade, no diploma PCT",Income in the past 12 months below poverty level,"Agriculture, forestry, fishing and hunting, and mining PCT",Total not enrolled in school PCT,Males Highschool diploma PCT,"Males 12th grade, no diploma PCT",Black or African American alone PCT,Total enrolled in private school PCT,Total enrolled in public school PCT,"Finance and insurance, and real estate and rental and leasing PCT",Median age,state_district,prediction,actual,accuracy
1.0,0.9638246724071646,1.0,0.44453388620787687,0.3631410537910513,0.6458060206723778,0.14552293788953,0.18743169398907106,0.14241887685621696,0.4902648859751611,0.049556660318789345,0.20482215661464923,0.31418969752004333,0.031672266255337665,0.3108187038708219,0.023873245824968733,0.020577143712401047,0.32487966395281037,0.26441149291975474,0.4627862595419845,0.08300194601912175,0.19563488565331086,0.5907971705647668,0.03959994470838314,0.24755124927689423,0.20874556746272752,0.04702160584709592,0.43611269528101393,0.6822011912377393,0.316585585420068,0.40303285456730675,0.22416370358080323,0.7758362964191966,0.20841810840051012,0.4668989547038327,Alabama1,0,0,1
1.0,0.4876854771064125,1.0,0.47634968525256444,0.3585069154212839,0.5964430958588861,0.16198630921119775,0.15136612021857926,0.11847322414671897,0.41653955168981777,0.06358158866298343,0.19576831154224658,0.2479145657339021,0.0351610380328814,0.32645683237182443,0.016631485795256487,0.023213904915161638,0.2993782105572272,0.21136515966377137,0.4336832061068703,0.06404941196378712,0.19926283717696244,0.6002969380152067,0.016523713669690767,0.33200713583043484,0.1967850635738495,0.06048265322628755,0.4025141591129213,0.6157330642787227,0.27992744065555797,0.4715817286476566,0.2251811534170931,0.7748188465829068,0.13442403580013085,0.41463414634146334,Alabama2,0,0,1
1.0,0.6693184351315203,1.0,0.442698758944675,0.44151578191600827,0.6720071855451712,0.14238222254386296,0.14426229508196725,0.11557380305797364,0.4863446059976632,0.0492862206220374,0.18899198650358498,0.22541078598781447,0.028757835899131085,0.32725023024257294,0.030523697553456,0.01671950017420037,0.2929773117076015,0.22536894178784414,0.5100190839694656,0.07234114561299602,0.27477562127698246,0.5489623187679451,0.006821275244540576,0.3661429401620908,0.26702486139137593,0.0428252716675817,0.3003400442834616,0.6327681266157761,0.33170987782886885,0.379926917142992,0.17509536251874455,0.8249046374812551,0.17117051417636897,0.4285714285714288,Alabama3,0,0,1
0.0,0.0,1.0,0.33318049113111764,0.4621039000723748,0.8709358926375976,0.12060542066475702,0.08524590163934426,0.0896102473080759,0.5934781903154616,0.06553789957154064,0.185111767186841,0.16666040532794243,0.06762487609990095,0.33842580596482974,0.004507104496445953,0.059507654045836064,0.28994284303753287,0.10484097980033744,0.4475190839694656,0.05922666892292072,0.2668784337941242,0.6249711671724679,0.025660631266743034,0.18012074108681012,0.38422996297239587,0.06631162837872945,0.47701655815800725,0.6637697980620034,0.26161833374348437,0.1053001900025955,0.13122868738146656,0.8687713126185331,0.08549092927263299,0.47386759581881543,Alabama4,0,0,1
1.0,0.6669791065301013,1.0,0.47046677963786504,0.5170008834510558,0.7322826530634619,0.12474595418659098,0.1448087431693989,0.17604675035305997,0.5733656259466009,0.07978632226613784,0.27709827077182625,0.4523386428630002,0.054116838037607515,0.2102729387953523,0.0275634331845589,0.055121431229144,0.3226410517221567,0.5097184108006267,0.38358778625954204,0.09586259412809883,0.13518491542473116,0.4854235186387601,0.01701393650132639,0.18006897383344808,0.2054689183629489,0.026354840591771046,0.35962186466878165,0.46111440456511404,0.14959220073568924,0.2623442649445389,0.1969889597649288,0.8030110402350709,0.1030220153231668,0.4390243902439026,Alabama5,0,0,1
0.0,0.0,1.0,0.33679756434388186,0.41144712082775214,0.774972155998857,0.07789331297426227,0.25573770491803277,0.27796106963316114,0.5938784672638366,0.06585169008010074,0.3318431041754534,0.4869083669955633,0.04680475051795383,0.1458230539083656,0.031931613427577776,0.04363951657100301,0.33112734979805675,0.3318451347944663,0.38788167938931317,0.1274219477113123,0.16128844743083867,0.4405207632309155,0.007992801755571249,0.1406516047225899,0.21073898477754052,0.03897885159052018,0.36189550502623247,0.41466204728882955,0.19213495360217125,0.22182880563382806,0.23215982737355473,0.7678401726264449,0.4679764819405594,0.4564459930313589,Alabama6,0,0,1
0.0,0.0,0.0,0.2873771838244509,0.22674839264988744,0.24896667398937444,0.23315614748039254,0.16010928961748638,0.11869226731101508,0.1572425786490112,0.03322393347096901,0.13523126669478422,0.261976428503523,0.03344055526663008,0.4129784007150674,0.010300017157347125,0.016943451036209225,0.24008903377921148,0.2049012821702604,0.5300572519083968,0.03866655385396396,0.3023205161123208,0.5872062882415846,0.01116570983961687,0.26062751102607384,0.11259134455263209,0.04018656244833769,0.30066937443951836,0.7084339198377976,0.3037917422890453,0.9311439454042849,0.13500381698584163,0.8649961830141583,0.15318449458232086,0.3310104529616724,Alabama7,0,0,1
1.0,0.5032089760478653,1.0,0.6238888293996124,0.8042890899002568,0.6133799633977775,0.27097735948788104,0.3693989071038251,0.3272179272619818,0.5041204184516854,0.2850814405521391,0.3337972725994658,0.4334944588023749,0.07538813627696966,0.14953572573815785,0.11350434586151001,0.02575377058577489,0.42274872641690103,0.2188905935818342,0.2232824427480915,0.18791775953972417,0.10113888883564076,0.4553826268675196,0.6227807307358583,0.10095812277607108,0.12756401465431105,0.15723905563173013,0.31872623455200944,0.5533463196549251,0.08380256699160422,0.04537213567493658,0.1778297952713242,0.8221702047286755,0.06668814501166423,0.27874564459930307,Alaska0,0,0,1
1.0,0.5066403049410424,0.0,0.4235467592776748,0.6291182651461389,0.6263774558275697,0.191533768572011,0.2568306010928962,0.12741639428855475,0.49356717079925566,0.11715152236952042,0.18165331083930833,0.2634493767424537,0.25606633194562844,0.420809130148027,0.02472877632393427,0.06331078473827498,0.3902548017381164,0.1961401612942065,0.2919847328244274,0.11853794737287418,0.17182752152167047,0.4127246924417385,0.9691063245877747,0.30160301057935945,0.2447201379229277,0.12388904566752178,0.3116184348626563,0.504434495984915,0.30123933422148325,0.03188373790493171,0.10225037565529158,0.8977496243447082,0.17184509904405165,0.4006968641114983,Arizona1,0,0,1
0.0,0.0,1.0,0.6762954732276086,0.5055055626249345,0.8054423839302778,0.13535425839826182,0.20655737704918037,0.15886981769537026,0.6045047384136051,0.1616948252595115,0.2730352875017573,0.43178617795806007,0.32742988403710477,0.1665847621940868,0.05218750794937775,0.1120490257075066,0.26424136155289885,0.3828968095367,0.3850190839694656,0.12073779507572552,0.17755658759091208,0.3534747299279861,0.07529083397334357,0.26091838526040656,0.29008385087083444,0.035496986455047105,0.44077698015464095,0.3445132868010908,0.21692581164789415,0.05295795885007246,0.14868810869671106,0.8513118913032885,0.20558988721564225,0.4878048780487805,Arizona2,0,1,0
